no,gen,trim,year,km,color,accident,price
1,3,0,2018,54071,0,1,1120
2,3,1,2018,70000,0,1,1090
3,3,1,2018,32460,0,0,1550
4,3,1,2018,28074,0,0,1460
5,3,1,2018,57594,2,0,1440
6,3,2,2016,123398,1,0,1050
7,3,1,2018,26505,0,0,1490
8,3,1,2018,20210,0,1,1180
9,3,0,2017,72272,0,1,1030
10,3,1,2016,79687,1,1,890
11,3,1,2016,79852,0,1,1190
12,3,1,2018,80799,1,1,1090
13,3,1,2018,62722,0,0,1440
14,3,1,2018,96646,0,0,1280
15,3,1,2018,122694,0,1,1070
16,3,1,2018,39517,1,0,1400
17,3,1,2018,57462,0,1,1350
18,3,0,2017,18640,0,0,1220
19,3,1,2017,38104,0,0,1259
20,3,1,2018,32594,1,0,1370
21,3,2,2017,55846,0,1,1390
22,3,1,2016,87068,1,1,980
23,3,1,2016,80783,1,0,1150
24,3,2,2016,93941,2,0,1299
25,3,1,2016,86226,0,0,1240
26,3,1,2017,37962,0,0,1290
27,3,0,2016,109577,0,0,990
28,3,1,2018,80846,0,0,1349
29,3,0,2016,14094,0,1,900
30,3,0,2017,140058,0,1,870
31,3,1,2017,62000,1,1,1120
32,3,1,2018,107776,0,1,1110
33,3,0,2017,161827,0,1,799
34,3,1,2018,78289,1,1,1330
35,3,1,2017,77666,0,0,1300
36,3,1,2018,89057,0,0,1440
37,3,1,2017,23229,1,0,1460
38,3,2,2016,121360,1,0,1070
39,3,0,2017,125454,0,1,850
40,3,1,2018,40712,1,0,1399
41,3,1,2018,51367,0,0,1350
42,3,1,2018,108179,0,1,1150
43,3,1,2017,77449,0,1,1150
44,3,1,2018,55110,0,0,1450
45,3,1,2018,50065,1,0,1360
46,3,1,2018,82801,0,1,1170
47,3,1,2018,34507,1,0,1399
48,3,1,2016,43066,1,1,1140
49,3,1,2016,125809,1,0,1000
50,3,0,2016,96000,0,1,1130
51,3,2,2016,49000,0,1,1400
52,3,1,2018,22634,0,0,1479
53,3,1,2018,56083,0,1,1450
54,3,1,2018,73250,0,0,1390
55,3,1,2016,31815,1,0,1390
56,3,1,2016,46162,1,1,1090
57,3,1,2018,14146,1,0,1399
58,3,0,2018,103080,0,1,990
59,3,2,2018,32095,0,1,1230
60,3,1,2018,33706,1,0,1380
61,3,1,2018,89289,2,0,1230
62,3,0,2017,30071,1,0,1250
63,3,1,2018,20337,1,1,1160
64,3,2,2018,53281,0,0,1620
65,3,1,2016,49340,1,0,1350
66,3,1,2018,86317,0,1,1239
67,3,1,2016,77398,0,1,1090
68,3,1,2017,26801,0,0,1370
69,3,1,2017,63578,0,1,1390
70,3,2,2016,61578,0,1,1269
71,3,2,2017,48313,0,0,1490
72,3,1,2017,91317,2,1,1150
73,3,1,2018,34827,1,0,1350
74,3,1,2018,22898,0,1,1270
75,3,2,2018,32906,2,1,1550
76,3,1,2018,40886,0,0,1490
77,3,1,2017,60422,0,1,1250
78,3,0,2016,35455,0,1,1100
79,3,1,2018,27999,0,1,1379
80,3,1,2016,113000,0,1,990
81,3,1,2016,65424,2,0,1280
82,3,2,2016,80189,1,0,1270
83,3,1,2017,63807,0,0,1270
84,3,1,2018,56403,1,0,1380
85,3,1,2018,22953,0,0,1480
86,3,1,2018,80575,0,0,1330
87,3,1,2018,42633,1,1,1580
88,3,1,2017,128000,1,1,890
89,3,0,2018,67246,0,0,999
90,3,1,2017,59432,1,1,1130
91,3,1,2016,53461,1,0,1290
92,3,1,2018,21050,1,0,1420
93,3,1,2017,103033,1,0,1150
94,3,0,2017,130417,0,0,980
95,3,1,2017,93788,1,0,1130
96,3,1,2017,66689,0,0,1390
97,3,1,2017,105602,0,0,1170
98,3,1,2017,62014,1,1,1120
99,3,0,2018,56423,0,1,1050
100,3,1,2018,49849,0,0,1470
101,3,1,2018,22971,1,1,1269
102,3,1,2018,104404,0,0,1240
103,3,1,2016,94823,1,0,1050
104,3,1,2018,35490,0,0,1430
105,3,1,2017,64282,0,1,1249
106,3,1,2016,109591,0,1,1000
107,3,0,2018,61391,1,1,990
108,3,1,2018,134178,1,1,990
109,3,1,2017,142572,1,1,930
110,3,1,2017,39719,1,0,1290
111,3,2,2017,72013,0,1,1220
112,3,2,2018,73740,0,0,1490
113,3,1,2016,128209,1,1,990
114,3,1,2018,42215,1,1,1360
115,3,1,2017,30898,0,0,1390
116,3,1,2017,66680,0,0,1390
117,3,1,2016,33529,0,1,1080
118,3,1,2017,50091,1,0,1290
119,3,2,2016,84500,1,0,1490
120,3,1,2017,15612,0,0,1450
121,3,2,2018,76895,0,1,1290
122,3,2,2016,57379,1,0,1340
123,3,1,2017,49452,1,1,1220
124,3,1,2017,39608,1,1,1150
125,3,1,2017,72305,0,1,1300
126,3,1,2017,41185,0,0,1335
127,3,1,2018,64291,1,1,1300
128,3,0,2016,100600,0,0,990
129,3,1,2018,79106,1,0,1250
130,3,0,2018,46443,0,1,1040
131,3,1,2018,49431,0,0,1430
132,3,1,2018,60904,0,1,1230
133,3,1,2017,17271,2,0,1300
134,3,1,2018,98309,0,1,1120
135,3,1,2016,112113,1,1,969
136,3,1,2017,28759,0,1,1330
137,3,1,2016,93559,1,0,1099
138,3,2,2016,74420,1,0,1380
139,3,1,2017,39195,0,1,1130
140,3,0,2016,49831,1,1,799
141,3,0,2017,46908,1,1,890
142,3,1,2018,67379,0,0,1399
143,3,1,2016,59096,1,1,1270
144,3,1,2018,70369,1,0,1400
145,3,1,2018,46818,0,1,1350
146,3,2,2016,58423,0,0,1340
147,3,1,2016,105300,0,1,1149
148,3,1,2016,82000,1,1,890
149,3,1,2018,8325,0,1,1450
150,3,1,2018,59436,1,0,1390
151,3,0,2016,100587,0,1,929
152,3,2,2018,98852,1,1,999
153,3,1,2016,42190,0,0,1490
154,3,2,2017,20631,0,0,1850
155,3,2,2018,44822,0,0,1750
156,3,1,2017,68000,0,1,1199
157,3,1,2018,86383,1,1,1190
158,3,1,2018,43704,0,0,1430
159,3,1,2018,21619,0,0,1489
160,3,1,2018,106531,0,1,1020
161,3,1,2018,71322,0,1,1199
162,3,2,2017,84119,0,0,1450
163,3,2,2016,45779,0,1,1300
164,3,1,2017,29589,1,1,1350
165,3,2,2017,57984,1,1,1490
166,3,1,2018,9506,1,0,1620
167,3,2,2016,44522,2,0,1450
168,3,1,2018,21881,0,0,1580
169,3,1,2018,79551,0,0,1339
170,3,2,2018,90939,1,0,1429
171,3,1,2018,11828,1,0,1460
172,3,1,2017,71497,0,1,870
173,3,1,2017,73929,1,1,1180
174,3,1,2016,29770,0,1,1350
175,3,1,2018,24884,0,1,1250
176,3,1,2016,79983,0,0,1230
177,3,1,2018,32894,1,1,1360
178,3,2,2018,133663,0,0,1180
179,3,1,2018,40000,1,0,1390
180,3,1,2016,68000,0,0,1230
181,3,1,2016,42025,0,0,1400
182,3,1,2018,37352,0,0,1450
183,3,1,2017,34695,2,0,1400
184,3,1,2018,45926,0,0,1430
185,3,2,2017,38130,1,0,1560
186,3,0,2017,154438,0,1,850
187,3,1,2018,37430,1,1,1320
188,3,1,2017,91878,0,1,1050
189,3,1,2016,80326,1,0,1280
190,3,1,2018,98447,0,0,1140
191,3,1,2017,50305,1,0,1375
192,3,1,2016,74700,0,0,1299
193,3,1,2018,25249,0,1,1350
194,3,1,2016,142723,0,1,930
195,3,1,2017,72000,2,1,1200
196,3,1,2017,68000,0,1,1199
197,3,1,2018,50000,1,1,1279
198,3,0,2017,25628,0,0,990
199,3,2,2016,39941,2,1,1130
200,3,1,2018,29643,1,0,1470
201,3,2,2016,68955,1,1,1350
202,3,1,2016,51095,0,1,1230
203,3,1,2018,54846,0,1,1300
204,3,1,2018,44023,0,0,1320
205,3,1,2018,88062,0,1,1150
206,3,2,2016,135774,0,1,800
207,3,1,2018,11723,0,0,1550
208,3,1,2017,55456,0,1,1120
209,3,1,2018,109030,0,0,1199
210,3,1,2016,91840,1,0,1060
211,3,0,2018,114630,0,0,990
212,3,2,2017,55247,0,1,1330
213,3,2,2016,35619,1,0,1480
214,3,1,2018,62581,0,1,999
215,3,1,2018,21300,1,0,1330
216,3,1,2018,103726,0,1,990
217,3,1,2017,92322,0,0,1230
218,3,1,2018,60908,0,0,1360
219,3,1,2017,100670,0,1,970
220,3,2,2016,81668,0,1,1070
221,3,0,2016,40726,0,0,1190
222,3,1,2017,105566,0,0,1150
223,3,0,2018,35248,1,0,1070
224,3,1,2017,27862,1,1,1250
225,3,1,2017,125486,0,1,890
226,3,2,2018,60000,1,0,1499
227,3,0,2018,40000,1,0,1199
228,3,2,2017,64837,2,0,1450
229,3,1,2016,117545,1,1,990
230,3,1,2016,74619,1,0,1120
231,3,1,2017,126858,0,1,1039
232,3,1,2018,26429,1,0,1490
233,3,1,2018,56310,1,0,1299
234,3,2,2016,79101,2,1,1090
235,3,2,2016,46872,1,0,1440
236,3,1,2018,132431,0,0,1030
237,3,2,2016,43827,0,0,1470
238,3,1,2018,96513,0,1,1020
239,3,1,2017,36642,0,0,1390
240,3,0,2017,103937,0,0,950
241,3,1,2016,132796,0,0,1070
242,3,2,2016,79897,0,1,1450
243,3,2,2017,54336,0,1,1220
244,3,1,2018,43086,1,1,1219
245,3,1,2018,119433,0,1,970
246,3,1,2018,102924,0,1,1150
247,3,1,2018,74461,0,0,1250
248,3,1,2018,88019,0,0,1190
249,3,1,2018,74408,0,1,1290
250,3,1,2017,90760,0,0,1190
251,3,1,2018,89857,0,1,1110
252,3,1,2018,112516,0,0,1350
253,3,2,2016,61631,0,1,1350
254,3,1,2018,35795,0,1,970
255,3,1,2016,49365,1,0,1230
256,3,1,2018,36381,0,1,1369
257,3,1,2018,85544,0,1,1240
258,3,2,2016,82903,2,1,850
259,3,1,2016,53144,1,1,1150
260,3,1,2017,22178,1,0,1350
261,3,1,2018,35840,0,0,1500
262,3,2,2016,51290,0,0,1299
263,3,1,2017,37912,0,1,1380
264,3,0,2017,7533,1,0,1120
265,3,0,2018,51430,0,0,1150
266,3,1,2018,24166,1,0,1390
267,3,1,2018,14215,1,0,1399
268,3,1,2018,14634,2,0,1470
269,3,1,2018,32190,0,1,1290
270,3,1,2018,63600,0,0,1430
271,3,1,2016,78643,0,1,1130
272,3,1,2016,59646,0,0,1299
273,3,1,2017,212696,1,1,750
274,3,1,2018,50000,1,1,1289
275,3,1,2017,82883,0,1,1240
276,3,0,2017,37652,1,0,1130
277,3,2,2016,51522,1,0,1549
278,3,1,2018,76425,0,1,1269
279,3,1,2016,103975,1,0,1090
280,3,2,2018,29660,1,0,1620
281,3,1,2017,53216,0,0,1370
282,3,1,2018,93775,0,1,1199
283,3,0,2018,139070,0,1,820
284,3,1,2018,48329,1,0,1320
285,3,1,2016,55473,2,1,1130
286,3,1,2018,46031,2,0,1335
287,3,1,2018,81279,1,0,1330
288,3,0,2018,41333,1,1,1050
289,3,1,2016,106301,0,1,910
290,3,1,2018,52518,0,1,1320
291,3,1,2018,23359,1,0,1530
292,3,2,2016,81636,0,0,1290
293,3,1,2018,44910,1,1,1270
294,3,2,2016,45000,2,0,1530
295,3,2,2018,49981,2,0,1470
296,3,1,2016,90032,1,0,1120
297,3,1,2017,110427,0,1,890
298,3,1,2018,39888,0,0,1430
299,3,1,2018,40404,1,0,1430
300,3,1,2018,99377,0,1,1069
301,3,1,2018,63635,0,0,1329
302,3,1,2018,48230,1,0,1370
303,3,1,2018,74432,1,0,1250
304,3,1,2018,70036,1,0,1270
305,3,1,2017,92482,0,0,1150
306,3,1,2017,83144,1,0,1250
307,3,2,2018,24545,1,0,1570
308,3,1,2018,87332,0,1,1099
309,3,1,2018,105198,0,1,1140
310,3,2,2016,29629,2,1,1090
311,3,1,2016,52200,0,1,1290
312,3,1,2018,53714,0,0,1390
313,3,1,2018,87519,0,0,1320
314,3,1,2018,102708,0,1,1040
315,3,1,2018,100761,0,0,1150
316,3,1,2018,110989,0,0,1150
317,3,1,2018,19000,2,0,1450
318,3,1,2018,31948,0,0,1430
319,3,0,2018,20032,0,0,1270
320,3,1,2018,22575,1,0,1380
321,3,1,2018,46735,0,0,1390
322,3,1,2018,44338,1,1,1350
323,3,1,2017,102019,0,1,1180
324,3,2,2016,65432,1,1,950
325,3,2,2016,48465,1,1,1230
326,3,1,2018,86790,0,1,1099
327,3,1,2017,48941,1,0,1299
328,3,1,2017,82610,0,1,1020
329,3,1,2018,15899,0,0,1530
330,3,0,2018,60813,0,0,1180
331,3,1,2018,63779,0,0,1349
332,3,2,2018,81346,1,1,1338
333,3,1,2018,86156,1,0,1250
334,3,1,2018,96268,0,0,1220
335,3,1,2017,82185,1,0,1290
336,3,1,2016,145279,0,0,990
337,3,1,2017,25139,0,1,1380
338,3,1,2018,110000,0,0,1159
339,3,1,2017,44230,1,1,1380
340,3,1,2016,76550,0,0,1280
341,3,1,2018,35727,1,1,1180
342,3,1,2018,95333,0,0,1279
343,3,2,2016,63425,0,0,1390
344,3,1,2018,64232,1,0,1340
345,3,1,2018,67160,0,0,1330
346,3,1,2018,44866,0,1,1450
347,3,1,2018,79236,0,1,1180
348,3,0,2018,57850,0,0,1050
349,3,1,2016,138795,0,1,890
350,3,1,2017,103315,0,0,1150
351,3,1,2017,74839,1,1,1280
352,3,1,2016,42482,2,1,1220
353,3,1,2018,50480,0,1,1330
354,3,1,2018,73546,0,1,1290
355,3,1,2018,69307,0,1,1280
356,3,1,2018,13791,1,0,1519
357,3,1,2016,98648,0,0,1150
358,3,1,2017,51610,0,1,1099
359,3,1,2018,78231,1,0,1290
360,3,2,2017,42202,0,1,1450
361,3,2,2018,76710,1,1,1419
362,3,2,2016,39501,0,0,1390
363,3,1,2018,81942,0,1,1290
364,3,2,2016,84313,1,1,1340
365,3,1,2018,107645,0,0,1140
366,3,1,2018,27978,0,1,1379
367,3,1,2017,89521,0,0,1250
368,3,1,2018,39346,1,0,1415
369,3,1,2017,71579,0,0,1325
370,3,1,2018,108639,0,0,1170
371,3,1,2018,114366,0,0,1189
372,3,0,2017,58774,2,0,1100
373,3,2,2016,60315,1,1,1299
374,3,1,2017,128003,0,0,1030
375,3,1,2018,44000,0,1,1420
376,3,1,2018,48621,0,0,1490
377,3,0,2017,25556,0,0,1220
378,3,1,2018,38980,0,0,1450
379,3,1,2018,31221,0,1,1440
380,3,1,2018,67108,0,1,1320
381,3,1,2017,65855,0,0,1420
382,3,2,2018,29487,1,0,1550
383,3,1,2018,64944,0,1,1280
384,3,2,2018,34388,0,1,1530
385,3,1,2018,89987,0,1,1230
386,3,2,2016,94511,0,1,1390
387,3,0,2016,97167,0,0,1270
388,3,1,2018,42700,0,0,1450
389,3,1,2018,102387,0,1,1150
390,3,1,2018,92698,0,0,1280
391,3,1,2018,94520,0,0,1270
392,3,2,2016,137286,1,1,1040
393,3,1,2018,69056,0,0,1299
394,3,1,2017,70932,0,1,1250
395,3,2,2016,63131,0,1,1299
396,3,1,2018,5851,0,1,1569
397,3,1,2016,91362,1,0,1090
398,3,1,2017,63396,0,0,1330
399,3,1,2018,65863,0,0,1400
400,3,1,2017,65739,0,0,1290
401,3,1,2017,71000,1,0,1250
402,3,0,2017,143163,0,1,860
403,3,1,2018,50554,1,1,1350
404,3,1,2017,119901,0,1,950
405,3,1,2016,87743,1,0,1210
406,3,1,2018,29412,0,1,1250
407,3,2,2016,42478,1,0,1470
408,3,2,2016,62453,1,1,790
409,3,2,2016,13392,0,0,1699
410,3,0,2018,67621,0,1,1119
411,3,0,2017,46999,0,1,1049
412,3,1,2018,96553,0,0,1290
413,3,1,2016,41212,1,0,1180
414,3,1,2018,22000,1,1,1480
415,3,1,2017,45625,1,1,1250
416,3,0,2017,123357,0,1,830
417,3,1,2018,36700,0,1,1380
418,3,2,2017,62000,2,1,1130
419,3,1,2017,25249,0,1,1380
420,3,1,2016,48354,0,0,1330
421,3,1,2018,39350,0,1,1370
422,3,1,2017,49971,0,1,1290
423,3,1,2018,69567,0,0,1330
424,3,1,2018,51647,0,1,1359
425,3,1,2018,35346,0,0,1520
426,3,1,2017,70050,0,0,1380
427,3,1,2018,19775,1,0,1420
428,3,1,2018,59007,0,0,1480
429,3,1,2017,43520,0,0,1270
430,3,1,2018,41000,0,1,1450
431,3,1,2018,42520,1,0,1430
432,3,2,2016,67158,0,0,1320
433,3,1,2018,106000,0,0,1199
434,3,1,2016,63162,0,0,1330
435,3,1,2018,15000,0,0,1480
436,3,0,2017,72091,0,0,1090
437,3,1,2016,63470,0,0,1360
438,3,1,2018,82497,1,1,1090
439,3,0,2018,19000,1,0,1180
440,3,1,2018,50000,2,1,1190
441,3,1,2018,59496,0,1,1299
442,3,1,2018,54671,0,1,1289
443,3,1,2018,42375,0,1,1299
444,3,1,2017,111107,0,1,1050
445,3,1,2016,124109,0,1,999
446,3,1,2016,124913,0,0,999
447,3,1,2018,78263,0,1,1190
448,3,1,2017,90291,0,0,1180
449,3,1,2018,51000,0,1,1199
450,3,2,2016,50205,1,1,1499
451,3,1,2017,113566,1,1,890
452,3,0,2016,78088,1,1,759
453,3,2,2016,45101,1,0,1470
454,3,0,2016,49744,1,1,1080
455,3,1,2016,71837,0,0,1265
456,3,1,2016,15604,1,0,1299
457,3,0,2018,66181,1,0,1170
458,3,0,2018,54175,0,0,1270
459,3,0,2018,68837,0,0,1210
460,3,0,2018,67430,0,0,1210
461,3,0,2018,65043,0,0,1250
462,3,1,2018,24880,0,1,1280
463,3,2,2017,73485,0,1,1340
464,3,1,2018,111654,0,1,1030
465,3,1,2017,126687,0,1,950
466,3,1,2016,69542,1,0,1200
467,3,1,2018,28269,0,0,1530
468,3,0,2017,49072,0,0,1230
469,3,1,2018,79000,1,1,1099
470,3,2,2016,70112,0,0,1490
471,3,1,2018,77531,0,1,1360
472,3,1,2018,106781,0,0,1130
473,3,1,2018,63249,1,0,1259
474,3,1,2018,59524,0,0,1390
475,3,1,2018,37619,0,1,1290
476,3,1,2016,83502,0,0,1230
477,3,1,2017,97980,0,1,1100
478,3,2,2016,57271,1,1,1270
479,3,1,2017,58144,0,0,1110
480,3,1,2018,101438,0,0,1340
481,3,1,2018,57000,1,1,1180
482,3,1,2018,79876,0,1,1279
483,3,1,2016,100000,2,1,1070
484,3,1,2016,35709,0,0,1340
485,3,1,2016,76080,1,0,1380
486,3,1,2018,112243,0,0,1200
487,3,1,2017,45294,1,1,1139
488,3,1,2018,56245,1,0,1350
489,3,1,2017,44221,1,1,1380
490,3,1,2016,96909,0,1,1130
491,3,1,2017,37310,1,0,1360
492,3,1,2018,63054,1,0,1430
493,3,1,2018,71217,0,1,1390
494,3,1,2017,63411,1,1,1270
495,3,1,2018,33459,0,1,1420
496,3,1,2018,48000,0,1,1199
497,3,1,2017,67000,1,1,1059
498,3,1,2018,48000,0,1,1159
499,3,1,2018,44000,0,1,1199
500,3,1,2018,50931,0,1,1159
501,3,1,2018,65868,0,1,1099
502,3,1,2018,42738,0,1,1159
503,3,1,2017,97457,0,1,1090
504,3,1,2018,47603,0,1,1225
505,3,1,2017,103560,1,1,1090
506,3,1,2016,165779,0,1,900
507,3,1,2016,55800,1,0,1099
508,3,0,2018,61762,0,1,1160
509,3,1,2017,65601,0,1,1340
510,3,1,2018,61109,1,0,1320
511,3,1,2018,22894,1,0,1490
512,3,1,2018,66553,2,0,1190
513,3,2,2017,29456,0,1,1390
514,3,2,2016,69118,1,0,1380
515,3,1,2018,83176,1,0,1270
516,3,1,2018,68878,1,1,1277
517,3,2,2018,84040,0,1,1340
518,3,1,2018,20750,0,1,1480
519,3,1,2017,103546,0,1,1050
520,3,1,2016,16308,1,0,1380
521,3,1,2018,59312,0,1,1340
522,3,0,2018,75263,0,0,1100
523,3,0,2018,81357,0,0,1100
524,3,0,2018,17080,1,0,1230
525,3,2,2016,96107,0,0,1200
526,3,1,2017,59782,0,0,1280
527,3,0,2018,137611,0,1,930
528,3,1,2017,102300,1,0,1150
529,3,1,2018,105761,0,1,970
530,3,1,2017,75867,0,0,1290
531,3,1,2016,90127,0,1,1180
532,3,1,2016,95793,0,0,1190
533,3,1,2018,95715,0,1,1190
534,3,1,2018,108214,0,0,1280
535,3,0,2018,124908,0,1,990
536,3,1,2018,37755,0,0,1520
537,3,0,2018,32031,2,1,1150
538,3,1,2018,40473,0,1,1410
539,3,1,2018,51297,0,1,1350
540,3,1,2017,73158,1,0,1280
541,3,1,2016,104000,0,0,1150
542,3,2,2016,111117,0,1,1350
543,3,1,2018,86740,0,0,1280
544,3,1,2018,70700,1,1,1350
545,3,1,2017,57801,1,0,1280
546,3,2,2016,89252,1,0,1390
547,3,1,2018,30854,1,0,1430
548,3,1,2018,33133,1,0,1450
549,3,1,2018,29400,0,1,1130
550,3,1,2018,77837,0,0,1250
551,3,1,2018,40274,0,0,1361
552,3,1,2018,53263,1,0,1270
553,3,1,2018,46960,0,0,1450
554,3,1,2018,99815,0,0,1120
555,3,1,2018,66198,1,0,1320
556,3,2,2017,111350,0,0,1130
557,3,1,2017,27174,0,1,980
558,3,1,2016,76450,1,0,1259
559,3,1,2016,38287,2,0,1290
560,3,1,2017,44835,0,1,1380
561,3,1,2018,45807,0,0,1430
562,3,2,2016,91000,0,0,1390
563,3,0,2018,119031,0,1,899
564,3,0,2018,126105,0,1,950
565,3,1,2016,73120,1,1,1190
566,3,1,2018,82000,0,0,1330
567,3,0,2018,99285,0,1,1020
568,3,1,2017,89120,0,1,899
569,3,1,2018,38440,0,1,1159
570,3,1,2017,53972,0,0,1320
571,3,1,2017,40845,1,1,1070
572,3,1,2017,40845,1,1,1070
573,3,1,2018,28463,1,0,1400
574,3,1,2016,92371,2,1,950
575,3,1,2017,66800,0,1,1040
576,3,1,2018,36634,2,1,1380
577,3,1,2017,75533,2,0,1420
578,3,1,2018,81625,1,1,1250
579,3,1,2017,76500,1,0,1550
580,3,1,2018,21000,0,0,1490
581,3,1,2017,53000,0,0,1299
582,3,1,2018,125695,0,0,1040
583,3,2,2016,61216,0,0,1350
584,3,1,2017,73904,0,1,1150
585,3,1,2017,53568,0,1,1290
586,3,2,2016,77320,0,1,1400
587,3,1,2016,34636,2,1,1090
588,3,0,2018,173886,0,1,750
589,3,0,2017,137852,0,1,780
590,3,1,2017,71159,0,1,1250
591,3,1,2018,84300,0,0,1290
592,3,2,2016,84531,1,0,1490
593,3,2,2016,153260,1,1,990
594,3,1,2018,86086,1,0,1230
595,3,1,2016,44882,0,0,1249
596,3,1,2018,48741,0,0,1430
597,3,1,2016,107085,0,0,1099
598,3,1,2018,73000,0,0,1300
599,3,1,2018,25000,0,0,1600
600,3,2,2017,62920,0,1,1560
601,3,1,2018,75587,0,1,1230
602,3,1,2018,56480,1,1,1360
603,3,2,2016,33496,2,1,1300
604,3,1,2018,74000,1,0,1250
605,3,2,2016,83300,2,0,1330
606,3,2,2016,118586,2,1,999
607,3,1,2018,74077,1,0,1320
608,3,0,2017,101000,0,1,1050
609,3,1,2018,30531,0,0,1510
610,3,1,2018,32626,0,1,1290
611,3,1,2017,83000,1,1,1120
612,3,1,2017,131867,0,1,890
613,3,2,2017,45424,2,1,1590
614,3,1,2018,22878,0,0,1490
615,3,1,2018,107435,1,1,1130
616,3,1,2018,84441,1,0,1260
617,3,1,2018,30593,2,0,1360
618,3,1,2018,109643,0,0,1280
619,3,1,2018,63680,0,0,1450
620,3,1,2018,90508,0,0,1280
621,3,0,2018,80220,0,0,1180
622,3,1,2016,73000,1,1,1230
623,3,1,2018,87000,0,0,1320
624,3,0,2018,145000,0,1,920
625,3,0,2018,120000,0,1,1020
626,3,1,2017,26033,0,1,1250
627,3,1,2018,72067,1,0,1380
628,3,0,2018,89000,0,0,1130
629,3,1,2018,57919,1,0,1350
630,3,2,2018,79519,1,0,1500
631,3,1,2016,59184,0,0,1295
632,3,1,2018,48309,0,0,1470
633,3,2,2016,131150,1,0,1100
634,3,1,2017,59086,1,1,1320
635,3,1,2017,85382,1,0,1270
636,3,1,2017,150922,0,1,899
637,3,2,2016,138812,0,1,999
638,3,1,2018,62367,0,0,1399
639,3,1,2018,56501,1,0,1439
640,3,1,2018,53657,0,0,1380
641,3,1,2016,57786,0,0,1380
642,3,1,2018,73164,0,0,1290
643,3,1,2018,58529,0,0,1450
644,3,1,2017,25232,1,1,1250
645,3,1,2017,102072,0,0,1100
646,3,1,2018,19642,0,0,1450
647,3,1,2018,19640,0,0,1450
648,3,2,2016,88833,1,0,1550
649,3,1,2018,79043,1,0,1320
650,3,1,2017,75598,1,0,1330
651,3,1,2016,112529,0,0,1150
652,3,1,2018,40000,0,0,1380
653,3,0,2018,31109,1,1,1330
654,3,0,2018,109354,0,1,969
655,3,1,2018,89465,2,0,1330
656,3,1,2016,95620,0,0,1055
657,3,1,2016,66000,1,1,1199
658,3,1,2018,44119,1,1,1355
659,3,1,2018,100464,1,0,1150
660,3,1,2018,13180,0,0,1490
661,3,1,2018,39000,1,1,1300
662,3,2,2016,72000,0,0,1340
663,3,2,2017,83006,0,0,1330
664,3,1,2018,61075,0,0,1360
665,3,1,2018,78086,0,0,1299
666,3,0,2016,78042,0,1,920
667,3,0,2018,109575,0,1,1000
668,3,1,2016,74433,1,0,1270
669,3,1,2017,34184,1,1,1250
670,3,1,2018,17000,1,1,1420
671,3,1,2018,72000,1,1,1199
672,3,2,2017,67521,0,0,1439
673,3,0,2016,60834,1,1,920
674,3,1,2017,68000,0,1,1049
675,3,1,2017,19700,0,0,1499
676,3,1,2018,41000,1,1,1350
677,3,2,2016,71483,1,0,1260
678,3,2,2016,93491,0,1,1030
679,3,0,2016,92000,0,0,1030
680,3,2,2018,53293,1,0,1620
681,3,1,2018,44032,1,0,1430
682,3,1,2017,63430,0,0,1210
683,3,2,2017,84743,0,0,1390
684,3,1,2018,55000,1,1,1199
685,3,1,2017,91400,0,1,1155
686,3,1,2018,47016,0,0,1449
687,3,1,2016,33800,2,0,1380
688,3,1,2016,138500,0,0,1166
689,3,1,2017,123807,0,0,1050
690,3,1,2018,52164,2,0,1290
691,3,0,2017,50000,1,1,899
692,3,1,2018,110105,0,0,1120
693,3,1,2017,117799,1,1,899
694,3,2,2018,65297,0,1,1360
695,3,1,2018,47672,0,0,1450
696,3,1,2018,92077,0,0,1210
697,3,1,2017,128843,0,1,960
698,3,2,2018,328,0,1,960
699,3,1,2017,47218,0,1,1360
700,3,2,2017,56566,1,1,1450
701,3,1,2018,100000,0,0,1250
702,3,1,2018,48371,0,0,1530
703,3,1,2018,44641,1,0,1365
704,3,1,2018,72280,0,0,1385
705,3,1,2018,25615,0,0,1419
706,3,1,2018,68835,0,1,1260
707,3,0,2017,74856,0,0,1099
708,3,1,2018,53218,0,0,1370
709,3,1,2018,73350,0,0,1320
710,3,2,2016,57354,1,1,1340
711,3,1,2018,38475,1,0,1430
712,3,1,2016,48876,1,1,1250
713,3,1,2018,54914,1,0,1320
714,3,1,2017,62154,0,1,1180
715,3,0,2018,77645,1,1,1060
716,3,1,2018,90000,0,0,1220
717,3,1,2017,92785,0,0,1330
718,3,1,2016,93940,2,0,1230
719,3,0,2017,91020,1,0,990
720,3,1,2018,63378,1,0,1330
721,3,0,2018,126969,2,1,1170
722,3,1,2018,119007,1,0,1270
723,3,2,2016,75000,2,1,1060
724,3,1,2016,86590,0,1,1125
725,3,0,2016,179000,0,1,760
726,3,1,2016,98752,0,1,990
727,3,1,2018,205055,0,1,740
728,3,1,2016,65656,1,0,1210
729,3,1,2018,110000,0,1,1159
730,3,1,2018,59842,2,0,1290
731,3,1,2016,66000,1,1,1099
732,3,2,2016,42210,1,0,1390
733,3,2,2016,93200,0,1,1230
734,3,1,2018,87851,0,1,1080
735,3,1,2018,62761,0,1,1370
736,3,1,2018,71000,1,1,1230
737,3,1,2016,78138,0,1,1280
738,3,2,2016,49877,1,0,1430
739,3,1,2016,45496,1,0,1420
740,3,1,2018,54000,2,1,1290
