cid,model,badge,badgedetail,formyear,mileage,price,color,accident
31057787,"아반떼 MD","M16 GDI 스마트","",2013,153169,620,흰색,frontDoorLeft|frontFenderLeft
30833151,"아반떼 MD","M16 GDI 럭셔리","",2012,42500,850,흰색,
30945287,"아반떼 MD","M16 GDI 럭셔리","",2011,132813,600,검정색,frontFenderLeft
30378915,"아반떼 MD","M16 GDI 스타일","",2013,140604,680,흰색,sideSillPanelRight
31174154,"아반떼 MD","M16 GDI 럭셔리","",2012,55178,822,은색,
31221347,"아반떼 MD","M16 GDI 프리미어","",2011,142643,590,은색,frontFenderRight|frontSideMemberRight|hood|radiatorSupport
31040576,"아반떼 MD","M16 GDI 프리미어","",2011,134702,690,흰색,frontFenderLeft
31129439,"아반떼 MD","M16 GDI 럭셔리","",2012,79927,700,흰색,
31057724,"아반떼 MD","M16 GDI 프리미어","",2012,157823,590,쥐색,frontSideMemberLeft|quarterPanelLeft|frontFenderLeft
31114337,"아반떼 MD","M16 GDI 탑","",2012,77758,840,은색,rearDoorRight|frontDoorRight
31141329,"아반떼 MD","M16 GDI 프리미어","",2012,65009,839,흰색,
30944857,"아반떼 MD","M16 GDI 스마트","",2013,132350,590,하늘색,quarterPanelLeft
30422391,"아반떼 MD","M16 GDI 럭셔리","",2012,117500,660,흰색,hood
30851258,"아반떼 MD","M16 GDI 럭셔리","",2011,75001,580,은색,hood|radiatorSupport|frontFenderLeft|rearDoorLeft
31113107,"아반떼 MD","M16 GDI 프리미어","",2012,142363,550,검정색,rearWheelHouseRight|quarterPanelRight|hood|frontDoorRight|trunkFloor|rearPanel
31220870,"아반떼 MD","M16 GDI 프리미어","",2012,90738,820,흰색,
30801871,"아반떼 MD","M16 GDI 프리미어","",2012,103280,830,쥐색,
30939398,"아반떼 MD","M16 GDI 럭셔리","",2011,79950,630,진주색,frontFenderRight|hood|frontDoorLeft|radiatorSupport|frontFenderLeft|rearDoorLeft
30671865,"아반떼 MD","M16 GDI 스마트","",2013,77654,730,흰색,rearDoorRight|frontDoorLeft|frontFenderLeft
30926676,"아반떼 MD","M16 GDI 에비뉴","",2014,110000,750,은색,trunkLead|trunkFloor|frontFenderLeft|rearPanel
30678120,"아반떼 MD","M16 GDI 프리미어","",2011,101331,400,검정색,insidePanelRight|frontWheelHouseRight|frontFenderRight|frontSideMemberLeft|frontPanel|frontSideMemberRight|dashPanel|frontWheelHouseLeft|hood|sideSillPanelLeft|frontDoorLeft|insidePanelLeft|frontFenderLeft|pillarPanelFrontLeft
31064450,"아반떼 MD","M16 GDI 럭셔리","",2012,108566,590,흰색,frontFenderRight|frontPanel|quarterPanelLeft|hood|frontDoorLeft|frontFenderLeft|rearPanel
30459559,"아반떼 MD","M16 GDI 럭셔리","",2012,60785,770,은색,frontFenderLeft
31099599,"아반떼 MD","M16 GDI 모던","",2013,105669,820,은색,hood|frontFenderLeft
31224630,"아반떼 MD","M16 GDI 스마트","",2013,115535,830,흰색,hood|frontDoorLeft|rearDoorLeft
30716899,"아반떼 MD","M16 GDI 모던","",2013,103254,850,흰색,frontFenderRight
30917355,"아반떼 MD","M16 GDI 럭셔리","",2012,87000,650,흰색,quarterPanelRight
31230257,"아반떼 MD","M16 GDI 럭셔리","",2012,169270,620,쥐색,
30876856,"아반떼 MD","M16 GDI 럭셔리","",2011,82149,660,흰색,frontDoorRight|frontFenderLeft
31234495,"아반떼 MD","M16 GDI 에비뉴","",2013,95898,690,흰색,insidePanelRight|frontWheelHouseRight|frontFenderRight|frontSideMemberLeft|frontSideMemberRight|frontWheelHouseLeft|hood|sideSillPanelRight|frontDoorLeft|insidePanelLeft|radiatorSupport|frontFenderLeft
30592260,"아반떼 MD","M16 GDI 탑","",2012,77726,700,쥐색,quarterPanelRight|frontFenderRight|rearDoorRight|hood|frontDoorRight|radiatorSupport|frontFenderLeft
31134499,"아반떼 MD","M16 GDI 럭셔리","",2012,73825,700,은회색,
31210415,"아반떼 MD","M16 GDI 럭셔리","",2012,67901,780,흰색,
31168291,"아반떼 MD","M16 GDI 에비뉴","",2013,133000,780,은색,
31165762,"아반떼 MD","M16 GDI 프리미어","",2012,98000,730,흰색,
31015274,"아반떼 MD","M16 GDI 럭셔리","",2011,63861,790,흰색,
31198226,"아반떼 MD","M16 GDI 럭셔리","",2012,78000,730,흰색,quarterPanelLeft|rearDoorLeft
30753273,"아반떼 MD","M16 GDI 럭셔리","",2012,160000,550,흰색,quarterPanelLeft|hood|trunkLead|frontFenderLeft
31156470,"아반떼 MD","M16 GDI 프리미어","",2011,122720,590,은색,frontFenderRight|hood|frontDoorRight|radiatorSupport
30828494,"아반떼 MD","M16 GDI 럭셔리","",2012,37000,680,은색,
31036047,"아반떼 MD","M16 GDI 프리미어","",2012,58436,880,흰색,
31205521,"아반떼 MD","M16 GDI 프리미어","",2012,111720,520,흰색,frontFenderRight|frontSideMemberLeft|frontPanel|frontWheelHouseLeft|hood|insidePanelLeft|frontFenderLeft
30928834,"아반떼 MD","M16 GDI 모던","",2014,147000,890,쥐색,
30865058,"아반떼 MD","M16 GDI 디럭스","",2011,78282,490,흰색,
31199271,"아반떼 MD","M16 GDI 탑","",2011,81000,710,흰색,rearDoorRight|frontDoorLeft|frontDoorRight|frontFenderLeft
31061436,"아반떼 MD","M16 GDI 스마트","",2013,141931,580,흰색,insidePanelRight|frontFenderRight|radiatorSupport
31194427,"아반떼 MD","M16 GDI 스마트","",2013,108037,750,은색,
31194037,"아반떼 MD","M16 GDI 럭셔리","",2011,120227,610,흰색,trunkLead|radiatorSupport
31112577,"아반떼 MD","M16 GDI 블루세이버","",2012,116608,690,흰색,quarterPanelRight
30693345,"아반떼 MD","M16 GDI 디럭스","",2012,90000,630,은색,
31149690,"아반떼 MD","M16 GDI 탑","",2012,92937,850,흰색,
31068690,"아반떼 MD","M16 GDI 탑","",2011,100000,650,검정색,frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
31166059,"아반떼 MD","M16 GDI 탑","",2012,133151,860,흰색,trunkLead
31160309,"아반떼 MD","M16 GDI 스마트","",2013,82873,720,은색,quarterPanelRight|frontFenderRight|rearDoorRight|frontDoorRight|pillarPanelMiddleRight
30942210,"아반떼 MD","M16 GDI 프리미어","",2011,90000,690,은색,
31139291,"아반떼 MD","M16 GDI 블루세이버","",2012,105593,760,쥐색,rearDoorRight
31147729,"아반떼 MD","M16 GDI 럭셔리","",2012,88335,730,검정색,
30880073,"아반떼 MD","M16 GDI 디럭스","",2011,64834,670,흰색,
30779643,"아반떼 MD","M16 GDI 럭셔리","",2012,132314,680,흰색,frontDoorLeft|frontFenderLeft
30827883,"아반떼 MD","M16 GDI 럭셔리","",2012,61414,530,검정색,radiatorSupport
30548652,"아반떼 MD","M16 GDI 프리미어","",2011,164889,720,흰색,quarterPanelRight|frontFenderRight|quarterPanelLeft|trunkLead|trunkFloor|rearSideMemberLeft|rearPanel|rearSideMemberRight
28147105,"아반떼 MD","M16 GDI 디럭스","",2011,145470,380,은색,frontDoorLeft|frontDoorRight|frontFenderLeft
28136360,"아반떼 MD","M16 GDI 프리미어","",2011,97062,600,흰색,
31076696,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,93419,890,흰색,quarterPanelRight|hood|trunkFloor|rearPanel
31168368,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,69547,950,흰색,trunkLead|trunkFloor|rearPanel
31134035,"더 뉴 아반떼","1.6 GDi 스타일","",2014,85348,850,흰색,
31236380,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,47122,1030,흰색,frontFenderLeft
30835342,"더 뉴 아반떼","1.6 GDi 스타일","",2014,160301,690,쥐색,frontDoorLeft
30702229,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,45662,950,흰색,
30677355,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,89834,980,흰색,frontPanel|hood|frontFenderLeft
31074543,"더 뉴 아반떼","1.6 GDi 텐밀리언 리미티드","기본형",2015,70678,950,흰색,insidePanelRight|frontFenderRight|frontSideMemberRight|hood|radiatorSupport
31082469,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,157378,850,흰색,frontFenderRight|rearDoorRight|frontDoorRight|radiatorSupport
31145876,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,10794,1199,은색,
31036704,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,89928,995,흰색,
31173425,"더 뉴 아반떼","1.6 GDi 스타일","",2015,78548,849,흰색,frontFenderRight|frontDoorRight
31161941,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,22829,1079,흰색,
30989020,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,112386,790,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31202230,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,104727,890,흰색,
31191332,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,61967,970,검정색,
31186389,"더 뉴 아반떼","1.6 GDi 스타일","",2016,180000,580,은색,hood
31173733,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,35507,1040,쥐색,
31094500,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2015,72027,970,흰색,frontFenderRight|sideSillPanelRight|radiatorSupport
30783767,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,63000,690,은회색,quarterPanelRight|insidePanelRight|frontFenderRight|frontSideMemberLeft|quarterPanelLeft|frontSideMemberRight|hood|insidePanelLeft|radiatorSupport
31247524,"더 뉴 아반떼","1.6 GDi 텐밀리언 리미티드","기본형",2016,99400,1089,흰색,hood
30671361,"더 뉴 아반떼","1.6 GDi 스타일","",2015,116079,630,흰색,frontFenderRight|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
31237290,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,86066,920,흰색,frontFenderLeft
31177395,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,119291,899,흰색,
30499383,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,128159,850,흰색,quarterPanelRight|rearDoorRight
30985264,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2015,115123,820,흰색,quarterPanelRight|insidePanelRight|frontFenderRight|hood|radiatorSupport|frontFenderLeft
31084147,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,81759,940,흰색,frontDoorLeft|rearDoorLeft
31095929,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,117175,820,흰색,
31134912,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,75745,1050,검정색,
31022846,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,70597,849,흰색,trunkLead|rearPanel
31152878,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,64550,798,쥐색,quarterPanelRight|sideSillPanelRight
31029479,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,11300,970,은색,
31214821,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,88242,1070,흰색,
29512109,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,37697,1190,흰색,
31120644,"더 뉴 아반떼","1.6 GDi 월드컵 에디션","",2015,45272,1190,흰색,
30721215,"더 뉴 아반떼","1.6 GDi 스타일","",2014,21834,700,빨간색,
31120958,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,59599,1030,흰색,
31082011,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,137119,920,쥐색,frontFenderRight
31237222,"더 뉴 아반떼","1.6 GDi 텐밀리언 리미티드","기본형",2016,28555,1150,쥐색,
31059191,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,55732,1050,은회색,
31174179,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,130000,780,흰색,frontFenderRight|hood|trunkLead|radiatorSupport|rearPanel
31227395,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,73914,420,흰색,quarterPanelRight|frontFenderRight|hood|frontDoorRight|radiatorSupport|frontFenderLeft
30817528,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,64607,860,흰색,pillarPanelFrontRight|frontFenderRight|hood|frontDoorRight|radiatorSupport
31227292,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,73914,420,흰색,quarterPanelRight|frontFenderRight|hood|frontDoorRight|radiatorSupport|frontFenderLeft
31228342,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,131365,740,흰색,quarterPanelRight|frontFenderRight|hood|radiatorSupport|rearPanel
30531969,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,80023,890,은색,rearDoorRight
31082525,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,26579,1199,흰색,radiatorSupport
31227459,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,103288,880,흰색,quarterPanelLeft|frontDoorLeft|frontFenderLeft
31089321,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,73461,670,은색,insidePanelRight|frontSideMemberLeft|frontSideMemberRight|frontDoorLeft|insidePanelLeft|radiatorSupport|frontFenderLeft|rearDoorLeft
31134617,"더 뉴 아반떼","1.6 GDi 모던","기본형",2016,98309,990,흰색,frontFenderLeft
31178366,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,27039,1099,흰색,
31206356,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,71060,970,흰색,
31177492,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,88905,999,흰색,frontFenderRight
31224167,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,148941,750,흰색,quarterPanelLeft
31069517,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,48302,960,은회색,hood|radiatorSupport|frontFenderLeft
30875662,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,68086,995,흰색,rearDoorLeft
30968709,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,57147,870,청색,roofPanel|radiatorSupport|frontFenderLeft
31190584,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,37255,1180,흰색,
30716848,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,26856,1080,흰색,frontFenderRight|hood
31194937,"더 뉴 아반떼","1.6 GDi 스타일","",2014,138176,590,은색,quarterPanelLeft|frontDoorLeft|frontFenderLeft|rearDoorLeft
30606303,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,28557,899,청색,
31096384,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,108389,840,은색,rearDoorRight|sideSillPanelRight|pillarPanelMiddleRight
31242277,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,109917,790,흰색,hood|trunkLead|radiatorSupport|trunkFloor|rearSideMemberLeft|rearPanel
30935820,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,102417,820,흰색,
31134327,"더 뉴 아반떼","1.6 GDi 스타일","",2014,68063,760,검정색,frontFenderRight|hood|radiatorSupport
31169015,"더 뉴 아반떼","1.6 GDi 스타일","",2015,850,850,은색,frontPanel|hood|frontFenderLeft
30731181,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,102338,799,은색,hood
31037486,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,85770,799,검정색,frontFenderRight|rearDoorRight|trunkLead|frontDoorRight|rearPanel
31133066,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,110416,700,은색,frontFenderRight|rearDoorRight|quarterPanelLeft|hood|trunkLead|rearDoorLeft
31157946,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,90000,750,쥐색,quarterPanelRight|frontFenderRight|trunkLead|rearPanel
31158741,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,108338,670,쥐색,quarterPanelRight|rearDoorRight|hood|frontDoorLeft|radiatorSupport|frontFenderLeft
31108701,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,34343,920,은색,frontDoorRight
31083485,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,46154,900,흰색,frontSideMemberLeft|radiatorSupport|frontFenderLeft
31228107,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,61881,950,흰색,frontFenderRight|quarterPanelLeft|hood|trunkLead|frontDoorLeft|radiatorSupport|frontFenderLeft|rearDoorLeft
30838530,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,56559,930,흰색,frontFenderRight|hood|frontDoorLeft|radiatorSupport|frontFenderLeft
30536615,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,92108,870,흰색,frontSideMemberLeft|rearDoorRight|frontSideMemberRight|frontDoorRight|radiatorSupport
31227927,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,102679,730,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31154669,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,79615,990,흰색,hood|radiatorSupport
31119758,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,71890,995,흰색,rearDoorLeft
30931272,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,102631,780,쥐색,
31241743,"더 뉴 아반떼","1.6 GDi 스타일","",2015,16707,950,흰색,
31233709,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,138597,870,쥐색,frontFenderRight
30401719,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,79402,750,쥐색,sideSillPanelRight|sideSillPanelLeft|radiatorSupport|frontFenderLeft
30961626,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,115095,790,은색,
31227328,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,106990,749,흰색,
31245847,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,58309,830,흰색,quarterPanelRight|frontFenderRight|frontSideMemberLeft|frontPanel|frontSideMemberRight|hood|trunkLead|frontDoorLeft|insidePanelLeft|frontDoorRight|frontFenderLeft|rearPanel|pillarPanelFrontLeft
31240758,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,78249,1050,흰색,rearDoorLeft
31228332,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,100282,920,흰색,hood|frontFenderLeft
31081671,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,81357,870,은색,frontFenderRight|rearDoorRight|frontDoorLeft
30900408,"더 뉴 아반떼","1.6 GDi 모던","기본형",2016,75368,920,은색,hood|radiatorSupport
31143030,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,94803,990,은색,frontFenderRight|frontDoorRight
30411771,"더 뉴 아반떼","1.6 GDi 월드컵 에디션","",2015,60547,890,은색,frontFenderLeft
30918447,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,33177,990,쥐색,frontFenderRight
31224864,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,75793,850,검정색,frontFenderLeft
31149242,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,124832,830,흰색,
31210621,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,115808,850,쥐색,hood|radiatorSupport
30929511,"더 뉴 아반떼","1.6 GDi 스타일","",2014,93971,680,은색,
31224935,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,111040,850,흰색,
31053447,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,127000,900,흰색,
31117637,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,95259,880,흰색,frontFenderRight|rearDoorRight|frontDoorRight
31253494,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,41131,1088,흰색,
30729151,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,155025,650,은색,hood
31033401,"더 뉴 아반떼","1.6 GDi 스타일","",2016,23614,1030,흰색,
31087350,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,103268,880,흰색,quarterPanelLeft|frontDoorLeft|frontFenderLeft
30589381,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,107645,940,쥐색,frontFenderRight
31126110,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,80620,920,은색,
30652571,"더 뉴 아반떼","1.6 GDi 스타일","",2015,79191,699,은색,
31248667,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,25942,990,흰색,frontFenderRight|frontDoorRight
31242665,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,110000,800,흰색,
31253162,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,85866,850,검정색,trunkLead|rearPanel
31247572,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,74529,1000,흰색,
31239347,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,67840,890,청색,hood|trunkLead|rearPanel
30990652,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2015,102633,920,흰색,frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft
31149169,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,42937,990,흰색,
31183178,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,108467,790,흰색,frontFenderRight|frontDoorLeft|frontFenderLeft
31186157,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,23208,949,은색,frontFenderRight|frontSideMemberRight|radiatorSupport
30917542,"더 뉴 아반떼","1.6 GDi 스타일","",2015,84230,739,검정색,
31229420,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,72000,1050,쥐색,
30942430,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,87600,880,흰색,frontFenderRight|frontSideMemberLeft|hood|frontFenderLeft
30172466,"더 뉴 아반떼","1.6 GDi 모던","기본형",2016,22098,1090,은색,frontFenderLeft
31234691,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,52279,980,은색,
31241013,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,57920,930,흰색,frontDoorRight
30670716,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,71252,930,쥐색,hood|frontDoorRight|radiatorSupport|rearPanel
31232497,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,60000,750,쥐색,insidePanelRight|frontWheelHouseRight|frontFenderRight|frontSideMemberLeft|frontSideMemberRight|frontWheelHouseLeft|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
31063650,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,20289,1060,흰색,frontFenderRight|radiatorSupport
30736574,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2015,16253,1080,은색,
31163841,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,68289,890,쥐색,
30852675,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,126159,690,검정색,frontFenderRight|sideSillPanelLeft|frontDoorLeft|radiatorSupport|frontFenderLeft|rearDoorLeft
31035161,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,101330,830,흰색,frontFenderRight
30927474,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,90600,800,청색,frontFenderRight|trunkLead|frontFenderLeft|rearPanel
31106873,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,61851,770,흰색,frontFenderRight|frontSideMemberLeft|quarterPanelLeft|frontWheelHouseLeft|hood|trunkLead|insidePanelLeft|radiatorSupport|trunkFloor|frontFenderLeft|rearPanel
31235855,"더 뉴 아반떼","1.6 GDi 스타일","",2014,78000,670,은색,frontFenderRight|rearPanel
30986439,"더 뉴 아반떼","1.6 GDi 스타일","",2015,82977,750,검정색,hood
31025954,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,69712,970,자주색,
31180243,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,70896,820,흰색,frontSideMemberLeft|frontWheelHouseLeft|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
23903564,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,54734,699,은색,quarterPanelRight|frontFenderRight|quarterPanelLeft|hood|trunkLead|packageTray|radiatorSupport|trunkFloor|rearSideMemberLeft|rearPanel
30925843,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,58643,990,청색,frontDoorRight
30884768,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,38049,1030,은색,
29936187,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,100000,790,은회색,hood|trunkLead|radiatorSupport|frontFenderLeft
30641697,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,116859,810,흰색,
31005987,"더 뉴 아반떼","1.6 GDi 스타일","",2016,96000,780,흰색,trunkLead|rearPanel
31203593,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,91253,1040,흰색,
31241303,"더 뉴 아반떼","1.6 GDi 스타일","",2015,102458,650,검정색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
30947695,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,89353,880,은색,quarterPanelRight|trunkLead|rearPanel
30991182,"더 뉴 아반떼","1.6 GDi 스타일","",2014,59301,730,흰색,frontPanel|rearDoorRight|hood|frontDoorRight
31084798,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,144922,650,흰색,frontFenderRight|rearDoorRight|frontDoorLeft|frontFenderLeft
31034387,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,83864,940,쥐색,frontFenderRight|hood|radiatorSupport
30995830,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,82810,900,쥐색,frontFenderRight
30416283,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,49439,890,청색,
30830835,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,87797,920,은색,
30968825,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,73938,930,은색,
31084014,"더 뉴 아반떼","1.6 GDi 스타일","",2015,108541,499,은색,quarterPanelRight
31247504,"더 뉴 아반떼","1.6 GDi 모던","기본형",2016,60309,1090,흰색,
30985713,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,55952,839,흰색,frontFenderRight|hood|frontFenderLeft
31101919,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,81474,970,흰색,frontDoorLeft|frontFenderLeft
30892671,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,108570,599,쥐색,quarterPanelRight|frontSideMemberRight|hood|trunkLead|radiatorSupport
31187307,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,138105,680,흰색,frontFenderRight|rearDoorRight|hood|frontDoorRight
31174289,"더 뉴 아반떼","1.6 GDi 텐밀리언 리미티드","기본형",2016,123801,990,흰색,frontFenderLeft
31035176,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,53476,1050,흰색,hood|frontFenderLeft
31114575,"더 뉴 아반떼","1.6 GDi 모던","기본형",2014,48109,999,빨간색,
30823934,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,54500,900,은회색,
30960130,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,80471,855,흰색,rearDoorRight
30929704,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,76183,1120,흰색,
31206319,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,43518,1020,쥐색,hood|radiatorSupport
30544141,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,47987,950,은색,
31197186,"더 뉴 아반떼","1.6 GDi 프리미엄","기본형",2014,92767,860,검정색,quarterPanelLeft|sideSillPanelLeft|frontDoorLeft|rearDoorLeft
31204238,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2016,66390,940,흰색,frontFenderRight
31202953,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2015,51056,920,은색,frontFenderRight|hood|radiatorSupport
30939203,"더 뉴 아반떼","1.6 GDi 스마트","기본형",2014,112000,720,쥐색,quarterPanelRight|frontFenderRight|sideSillPanelRight|pillarPanelMiddleRight
31226123,"더 뉴 아반떼","1.6 GDi 모던","기본형",2015,77000,1080,흰색,
31172365,"더 뉴 아반떼","1.6 GDi 스타일","",2014,24200,720,흰색,
31217492,"더 뉴 아반떼","1.6 GDi 스타일","",2014,89752,699,검정색,frontFenderRight|frontDoorLeft|frontFenderLeft|rearDoorLeft
